scientificname	longitude	latitude	collectioncode	catalognumber	identifiedby	country	stateprovince	county	locality	daycollected	monthcollected	yearcollected	collector	collectornumber	notes	source
Cavanillesia umbellata	-41.168333	-14.6375	HUEFS	175720	NA	Brazil	BA	NA	estrada para a barragem.	16	7	2011	Carvalho-Sobrinho, J.G.de	3178	Caatinga arbÃ³rea.	gbif
Cavanillesia umbellata	-40.521111	-12.417222	HUEFS	132053	NA	Brazil	BA	NA	ARIE Serra do OrobÃ³, Fazenda LeÃ£o dos Brejos.	18	1	2008	Cardoso, D.	2295	Fragmento de floresta estacional.	gbif
Cavanillesia umbellata	-40.5211	-12.4172	NA	1182814	NA	Brazil	BA	Itaberaba	ARIE Serra do OrobÃ³, Fazenda LeÃ£o dos Brejos.	18	1	2008	D. B. O. S. Cardoso	2295	NA	gbif
Cavanillesia umbellata	-41.577778	-12.350278	ALCB	82626	Guedes, ML; Prates, ARS	Brazil	BA	NA	Chapada Diamantina, Lagoa de Santa Rita	7	2	2008	VenÃ¢ncio, AF; Esteves, F	25	de ca 4 m de altura, CAP de 30 cm . Casca lisa, indivÃ­duo jovem. Folhas simples. Material estÃ©ril.; Floresta Estacional DecÃ­dua, Solo Raso calcÃ¡rio.	gbif
Cavanillesia umbellata	-39.7075	-14.181389	ALCB	86585	Guedes, ML	Brazil	BA	NA	Litoral Sul, Mata da Botinha	15	9	2008	Ramos, C.H.A.; Alves, L. de J.; Santos, CE	402	de ca 8 m de altura. Flores com tomentos ferrugÃ­neos. Fruto alado imaturo.	gbif
Cavanillesia umbellata	-42.247222	-13.296389	HUEFS	119342	R.M.Santos	Brazil	BA	NA	NA	29	4	2007	ConceiÃ§Ã£o, A.A.	1975	Caatinga.	gbif
Cavanillesia umbellata	-44.32	-13.586111	HUEFS	118291	R.M.Santos	Brazil	BA	NA	Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'Ã¡gua, a 24,4 Km S de SÃ£o FÃ©lix do Coribe na estrada para Coribe.	11	4	2007	Queiroz, L.P.de	12794	Floresta estacional.	gbif
Cavanillesia umbellata	-39.183889	-12.161667	HUEFS	120068	NA	Brazil	BA	NA	Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do FeijÃ£o sentido IpirÃ¡.	22	5	2007	Cardoso, D.	1981	Floresta estacional semidecÃ­dua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.	gbif
Cavanillesia umbellata	-44.968889	-12.376944	HUEFS	122673	NA	Brazil	BA	NA	BR 135.	2	7	2007	Santos, R.M.	1736	Caatinga arbÃ³rea e afloramento de calcÃ¡rio.	gbif
Cavanillesia umbellata	-44.968889	-12.376944	HUEFS	122710	NA	Brazil	BA	NA	BR 135.	2	7	2007	Santos, R.M.	1773	Caatinga arbÃ³rea e afloramento de calcÃ¡rio.	gbif
Cavanillesia umbellata	-44.666667	-14.381389	HUEFS	126672	NA	Brazil	BA	NA	Faz. de Joel Gonzaga.	18	7	2007	ValadÃ£o, R.de M.	606	Mata decÃ­dua, antropizada.	gbif
Cavanillesia umbellata	-42.225556	-13.290833	HUEFS	121638	NA	Brazil	BA	NA	Caieiras.	5	7	2007	ConceiÃ§Ã£o, A.A.	2393	Caatinga arbÃ³rea.	gbif
Cavanillesia umbellata	-44.666667	-14.381389	ALCB	80074	Guedes, ML	Brazil	BA	NA	Oeste, Faz. de Joel Gonzaga	18	7	2007	ValadÃ£o, R. de M.; Guedes, ML	606	de ca 15 m de altura. InflorescÃªncia cÃ¡lice com tomentos ferrugÃ­neos, botÃµes rÃ³seos, pÃ©talas e estames alvos. Frutos imaturos jovens verdes.	gbif
Cavanillesia umbellata	-44.548611	-14.274444	HUEFS	128853	NA	Brazil	BA	NA	Faz. SÃ£o Domingos.	22	9	2007	Guedes, M.L.S.	13601	Mata de Galeria.	gbif
Cavanillesia umbellata	-44.953333	-12.378889	HUEFS	94359	R.M.Santos	Brazil	BA	NA	BR 135, em direÃ§Ã£o Ã  InhaÃºmas.	6	4	2005	Carvalho-Sobrinho, J.G.de	475	Mata semidecidual (cerrado) com Cavanilesia, Pseudobombax.	gbif
Cavanillesia umbellata	-44.178889	-13.421389	HUEFS	72759	J.G.de Carvalho-Sobrinho	Brazil	BA	NA	2 km na estrada para Lagoinha.	17	7	2003	Leite, K.R.B	301	Ãrea de transiÃ§Ã£o cerrado-caatinga	gbif
Cavanillesia umbellata	-39.5286	-15.1581	NA	1806803	J. A. Kallunki	Brazil	BA	Jussari	Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimosos. RPPN Serra do Teimoso	13	8	1998	A. M. Amorim	2467	NA	gbif
Cavanillesia umbellata	-39.528611	-15.158056	MO	100658377	J. Kallunki	Brazil	BA	Jussari	Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimosos. RPPN Serra do Teimoso. Mata MesÃ³fila.	13	8	1998	AndrÃ© M. Amorim|Jomar G. Jardim|L.M. Berbert|J. Lima PaixÃ£o	Amorim 2467	NA	gbif
Cavanillesia umbellata	-39.183333	-12.166667	HUEFS	6735	NA	Brazil	BA	NA	NA	13	11	1986	Queiroz, L.P.de	1035	NA	gbif
Cavanillesia umbellata	-39.083333	-12.533333	CEPEC	26837	Grupo Pedra do Cavalo	Brazil	BA	NA	Est. da Mata (Barragem de Bananeiras). Vale dos Rios Paraguacu & Jacuipe	15	10	1980	Grupo Pedra do Cavalo	801	Ambiente: Mata. Habito: Ãrvore maior que 5m e menor 20m	gbif
Cavanillesia umbellata	-39.083333	-12.533333	HUEFS	833	NA	Brazil	BA	NA	NA	NA	10	1980	Grupo Pedra do Cavalo	801	NA	gbif
Cavanillesia umbellata	-39.083333	-12.533333	ALCB	8283	Bocage, A	Brazil	BA	NA	RecÃ´ncavo Sul, EstaÃ§Ã£o da Mata ( B. Bananeiras)	NA	10	1980	Grupo Pedra do Cavalo	801	Ca. de 15 - 20 m de alt. Com tronco abaulado; flores e botÃµes veremelho - alaranjado.	gbif
Cavanillesia umbellata	-39.083333	-12.533333	ALCB	8306	Guedes, ML; et al.	Brazil	BA	NA	RecÃ´ncavo Sul, IpuaÃ§u	NA	11	1980	Grupo Pedra do Cavalo	925	Ca. de 12 m de alt. Sem folhas e flores, frutos grandes e alados.	gbif
Cavanillesia umbellata	-39.5338182700265	-15.9545319822605	NA	402428	J. A. Kallunki	Brazil	BA	Itapebi	Faz. Ventania estrada velha ao rio Jequitinonha	17	8	1971	T. S. dos Santos	1856	NA	gbif
Cavanillesia umbellata	-39.4952160228309	-15.1954157528398	NA	402427	J. A. Kallunki	Brazil	BA	Jussari	Itabuna, JuÃ§ari.	24	7	1967	R. S. Pinheiro	135	NA	gbif
Cavanillesia umbellata	-40.521111	-12.417222	HUEFS	132053	NA	Brazil	BA	NA	ARIE Serra do OrobÃ³, Fazenda LeÃ£o dos Brejos.	18	1	2008	Cardoso, D.	2295	Fragmento de floresta estacional.	gbif
Cavanillesia umbellata	-40.5211	-12.4172	NA	1182814	NA	Brazil	BA	Itaberaba	ARIE Serra do OrobÃ³, Fazenda LeÃ£o dos Brejos.	18	1	2008	D. B. O. S. Cardoso	2295	NA	gbif
Cavanillesia umbellata	-42.247222	-13.296389	HUEFS	119342	R.M.Santos	Brazil	BA	NA	NA	29	4	2007	ConceiÃ§Ã£o, A.A.	1975	Caatinga.	gbif
Cavanillesia umbellata	-44.32	-13.586111	HUEFS	118291	R.M.Santos	Brazil	BA	NA	Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'Ã¡gua, a 24,4 Km S de SÃ£o FÃ©lix do Coribe na estrada para Coribe.	11	4	2007	Queiroz, L.P.de	12794	Floresta estacional.	gbif
Cavanillesia umbellata	-39.183889	-12.161667	HUEFS	120068	NA	Brazil	BA	NA	Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do FeijÃ£o sentido IpirÃ¡.	22	5	2007	Cardoso, D.	1981	Floresta estacional semidecÃ­dua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.	gbif
Cavanillesia umbellata	-44.968889	-12.376944	HUEFS	122673	NA	Brazil	BA	NA	BR 135.	2	7	2007	Santos, R.M.	1736	Caatinga arbÃ³rea e afloramento de calcÃ¡rio.	gbif
Cavanillesia umbellata	-44.968889	-12.376944	HUEFS	122710	NA	Brazil	BA	NA	BR 135.	2	7	2007	Santos, R.M.	1773	Caatinga arbÃ³rea e afloramento de calcÃ¡rio.	gbif
Cavanillesia umbellata	-44.666667	-14.381389	HUEFS	126672	NA	Brazil	BA	NA	Faz. de Joel Gonzaga.	18	7	2007	ValadÃ£o, R.de M.	606	Mata decÃ­dua, antropizada.	gbif
Cavanillesia umbellata	-42.225556	-13.290833	HUEFS	121638	NA	Brazil	BA	NA	Caieiras.	5	7	2007	ConceiÃ§Ã£o, A.A.	2393	Caatinga arbÃ³rea.	gbif
Cavanillesia umbellata	-44.548611	-14.274444	HUEFS	128853	NA	Brazil	BA	NA	Faz. SÃ£o Domingos.	22	9	2007	Guedes, M.L.S.	13601	Mata de Galeria.	gbif
Cavanillesia umbellata	-44.953333	-12.378889	HUEFS	94359	R.M.Santos	Brazil	BA	NA	BR 135, em direÃ§Ã£o Ã  InhaÃºmas.	6	4	2005	Carvalho-Sobrinho, J.G.de	475	Mata semidecidual (cerrado) com Cavanilesia, Pseudobombax.	gbif
Cavanillesia umbellata	-44.178889	-13.421389	HUEFS	72759	J.G.de Carvalho-Sobrinho	Brazil	BA	NA	2 km na estrada para Lagoinha.	17	7	2003	Leite, K.R.B	301	Ãrea de transiÃ§Ã£o cerrado-caatinga	gbif
Cavanillesia umbellata	-39.5286	-15.1581	NA	1806803	J. A. Kallunki	Brazil	BA	Jussari	Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimosos. RPPN Serra do Teimoso	13	8	1998	A. M. Amorim	2467	NA	gbif
Cavanillesia umbellata	-39.528611	-15.158056	MO	100658377	J. Kallunki	Brazil	BA	Jussari	Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimosos. RPPN Serra do Teimoso. Mata MesÃ³fila.	13	8	1998	AndrÃ© M. Amorim|Jomar G. Jardim|L.M. Berbert|J. Lima PaixÃ£o	Amorim 2467	NA	gbif
Cavanillesia umbellata	-39.183333	-12.166667	HUEFS	6735	NA	Brazil	BA	NA	NA	13	11	1986	Queiroz, L.P.de	1035	NA	gbif
Cavanillesia umbellata	-39.083333	-12.533333	CEPEC	26837	Grupo Pedra do Cavalo	Brazil	BA	NA	Est. da Mata (Barragem de Bananeiras). Vale dos Rios Paraguacu & Jacuipe	15	10	1980	Grupo Pedra do Cavalo	801	Ambiente: Mata. Habito: Ãrvore maior que 5m e menor 20m	gbif
Cavanillesia umbellata	-39.083333	-12.533333	HUEFS	833	NA	Brazil	BA	NA	NA	NA	10	1980	Grupo Pedra do Cavalo	801	NA	gbif
Cavanillesia umbellata	-39.5338182700265	-15.9545319822605	NA	402428	J. A. Kallunki	Brazil	BA	Itapebi	Faz. Ventania estrada velha ao rio Jequitinonha	17	8	1971	T. S. dos Santos	1856	NA	gbif
Cavanillesia umbellata	-39.4952160228309	-15.1954157528398	NA	402427	J. A. Kallunki	Brazil	BA	Jussari	Itabuna, JuÃ§ari.	24	7	1967	R. S. Pinheiro	135	NA	gbif
Cavanillesia umbellata	-39.5286111	-15.1580556	MOBOT_BR	100658377	J. Kallunki	Brazil	BA	Jussari	Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Faz. Teimosos. RPPN Serra do Teimoso. Mata Mesófila.	13	8	1998	André M. Amorim|Jomar G. Jardim|L.M. Berbert|J. Lima Paixão	Amorim 2467		splink
Cavanillesia umbellata	-44.666667	-14.381389	ALCB	80074	Guedes, ML	Brasil	BA	Cocos	Oeste, Faz. de Joel Gonzaga	18	7	2007	Valadão, R. de M.; Guedes, ML	606	de ca 15 m de altura. Inflorescência cálice com tomentos ferrugíneos, botões róseos, pétalas e estames alvos. Frutos imaturos jovens verdes.	splink
Cavanillesia umbellata	-41.577778	-12.350278	ALCB	82626	Guedes, ML; Prates, ARS	Brasil	BA	Iraquara	Chapada Diamantina, Lagoa de Santa Rita	7	2	2008	Venâncio, AF; Esteves, F	25	de ca 4 m de altura, CAP de 30 cm . Casca lisa, indivíduo jovem. Folhas simples. Material estéril.; Floresta Estacional Decídua, Solo Raso calcário.	splink
Cavanillesia umbellata	-41.577778	-12.350278	ALCB	82626	Guedes, ML; Prates, ARS	Brasil	BA	Iraquara	Chapada Diamantina, Lagoa de Santa Rita	7	2	2008	Venâncio, AF; Esteves, F	25	de ca 4 m de altura, CAP de 30 cm . Casca lisa, indivíduo jovem. Folhas simples. Material estéril.; Floresta Estacional Decídua, Solo Raso calcário.	splink
Cavanillesia umbellata	-38.966667	-12.266667	ALCB	NA		Brasil	BA	Feira de Santana	Paraguaçu, Próximo a cidade de Feira de Santana. Fazenda Havana	6	12	1998	Guedes, ML; Velozo, ES	6236	19 m. Sem folhas, totalmente frutificada. Ocasional.; com pastagem.	splink
Cavanillesia umbellata	-39.5286	-15.1581	NYBG_BR	NA	J. A. Kallunki	Brasil	BA	Jussari	Rod. Jussari/Palmira. Entrada ca. 7.5 km de Jussari. Fazenda Teimosos. RPPN Serra do Teimoso	13	8	1998	A. M. Amorim	2467	<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2219379\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>	splink
Cavanillesia umbellata	-40.5211	-12.4172	NYBG_BR	1182814		Brasil	BA	Itaberaba	ARIE Serra do Orobó, Fazenda Leão dos Brejos.	18	1	2008	D. B. O. S. Cardoso	2295	<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1409012\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>	splink
Cavanillesia umbellata	-39.4953	-15.1917	NYBG_BR	402427	J. A. Kallunki	Brasil	BA	Jussari	Itabuna, Juçari.	24	7	1967	R. S. Pinheiro	135	<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150137\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>	splink
Cavanillesia umbellata	-39.5339	-15.9508	NYBG_BR	402428	J. A. Kallunki	Brasil	BA	Itapebi	Faz. Ventania estrada velha ao rio Jequitinonha	17	8	1971	T. S. dos Santos	1856	<a href=\http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=150138\ target=\other\ class=\eLink\> <mi>dwc_moreinfo</mi></a>	splink
Cavanillesia umbellata	-44.32	-13.586111	HUEFS	118291	R.M.Santos	Brasil	BA	Coribe	Ca, 5 Km S em estrada de terra que cruza pequeno ramal que sai a 5.1 km E de Ponto d'água, a 24,4 Km S de São Félix do Coribe na estrada para Coribe.	11	4	2007	Queiroz, L.P.de	12794	Floresta estacional.	splink
Cavanillesia umbellata	-42.247222	-13.296389	HUEFS	119342	R.M.Santos	Brasil	BA	Paramirim		29	4	2007	Conceição, A.A.	1975	Caatinga.	splink
Cavanillesia umbellata	-39.183889	-12.161667	HUEFS	120068		Brasil	BA	Anguera	Fazenda Retiro, ca. 18 Km de Feira de Santana na Estrada do Feijão sentido Ipirá.	22	5	2007	Cardoso, D.	1981	Floresta estacional semidecídua com dossel a ca. 20 m alt. e afloramentos rochosos no topo da serra.	splink
Cavanillesia umbellata	-42.225556	-13.290833	HUEFS	121638		Brasil	BA	Caturama	Caieiras.	5	7	2007	Conceição, A.A.	2393	Caatinga arbórea.	splink
Cavanillesia umbellata	-44.968889	-12.376944	HUEFS	122673		Brasil	BA	São Desidério	BR 135.	2	7	2007	Santos, R.M.	1736	Caatinga arbórea e afloramento de calcário.	splink
Cavanillesia umbellata	-44.968889	-12.376944	HUEFS	122710		Brasil	BA	São Desidério	BR 135.	2	7	2007	Santos, R.M.	1773	Caatinga arbórea e afloramento de calcário.	splink
Cavanillesia umbellata	-44.666667	-14.381389	HUEFS	126672		Brasil	BA		Faz. de Joel Gonzaga.	18	7	2007	Valadão, R.de M.	606	Mata decídua, antropizada.	splink
Cavanillesia umbellata	-44.548611	-14.274444	HUEFS	128853		Brasil	BA		Faz. São Domingos.	22	9	2007	Guedes, M.L.S.	13601	Mata de Galeria.	splink
Cavanillesia umbellata	-40.521111	-12.417222	HUEFS	132053		Brasil	BA	Itaberaba	ARIE Serra do Orobó, Fazenda Leão dos Brejos.	18	1	2008	Cardoso, D.	2295	Fragmento de floresta estacional.	splink
Cavanillesia umbellata	-39.183333	-12.166667	HUEFS	6735		Brasil	BA	Feira de Santana		13	11	1986	Queiroz, L.P.de	1035		splink
Cavanillesia umbellata	-44.178889	-13.421389	HUEFS	72759	J.G.de Carvalho-Sobrinho	Brasil	BA	São Félix do Coribe	2 km na estrada para Lagoinha.	17	7	2003	Leite, K.R.B	301	Área de transição cerrado-caatinga	splink
Cavanillesia umbellata	-44.953333	-12.378889	HUEFS	94359	R.M.Santos	Brasil	BA	São Desidério	BR 135, em direção à Inhaúmas.	6	4	2005	Carvalho-Sobrinho, J.G.de	475	Mata semidecidual (cerrado) com Cavanilesia, Pseudobombax.	splink
Cavanillesia umbellata	-41.063611	-13.929167	HUEFS	171799		Brasil	BA	Contendas do Sincorá	estrada de terra para a Faz. Vargem Grande, saindo da rodovia Contendas do Sincorá-Anagé.	11	3	2011	Carvalho-Sobrinho, J.G.de	2959	Caatinga.	splink
Cavanillesia umbellata	-41.535278	-14.162222	HUEFS	171808		Brasil	BA	Brumado	estrada para Sussuarana, ca. 15km do entroncamento.	13	3	2011	Carvalho-Sobrinho, J.G.de	2968	Caatinga.	splink
Cavanillesia umbellata	-41.168333	-14.6375	HUEFS	175720		Brasil	BA	Anagé	estrada para a barragem.	16	7	2011	Carvalho-Sobrinho, J.G.de	3178	Caatinga arbórea.	splink
Cavanillesia umbellata	-39.046944	-12.221389	HUEFS	195680		Brasil	BA	Feira de Santana	Fazenda Cruzeiro do Mocó.	13	5	2013	Queiroz, A.S.	45		splink
Cavanillesia umbellata	-38.9558	-12.6183	BAH	NA	Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.	Brasil	BA	Cachoeira	Estação da Mata (Bananeiras).	NA	10	1980	Go. Pedra do Cavalo	801	Árvore de 15-20 m de altura e com tronco abaulado, flores e botões vermelho-alaranjados.	splink.mun
Cavanillesia umbellata	-39.4953	-15.1914	CEPEC	NA	J. A. Kallunki	Brasil	BA	JUSSARÍ		24	7	1967	R. S. Pinheiro	135	Ambiente: Mata Higrofila. Habito: Árvore maior que 20m e menor que 50m	splink.mun
Cavanillesia umbellata	-39.5339	-15.9508	CEPEC	NA	T. S. dos Santos	Brasil	BA	ITAPEBÍ	Faz. Ventania Estr. velha ao Rio Jequitinhonha.	17	8	1971	T. S. dos Santos	1856	Ambiente: Mata Higrofila. Habito: Árvore maior que 5m e menor 20m	splink.mun
Cavanillesia umbellata	-38975	-11.9583	HUEFS	122632		Brasil	BA	Santa Bárbara		2	7	2007	Santos, R.M.	1695	Transição caatinga - Floresta	splink.mun
Cavanillesia umbellata	-44.0511	-12.9833	HUEFS	171827		Brasil	BA	Santana	localidade de Porto Novo, 8km da vila em direção a Santana.	15	3	2011	Carvalho-Sobrinho, J.G.de	2987	Caatinga sobre afloramentos calcários.	splink.mun
Cavanillesia umbellata	-43.4181	-13255	UEC	NA		Brazil	BA	Bom Jesus da Lapa	Estrada para Ibotirama. Caatinga.	19	8	1994	Árbocz, G.F.	671	Frutífero. Árvore de aproximadamente 25 - 30 m de altura. Fruto rosa. Estimativa de frutificação: agosto a outubro.	splink.mun
Cavanillesia umbellata	-65.5	-14	Botany	NA	R. B. Foster : Field Museum of Natural History	Bolivia, Plurinational State of	Beni	NA	NA	28	5	1988	S. G. Beck	16640	NA	gbif
Cavanillesia umbellata	-40.331256	-19.825304	CVRD	13900	Folli, D. A.	Brazil	ES	NA	NA	19	9	2012	Folli, D.A.	6914	<ll>dwc_commonname:</ll> Barriguda	gbif
Cavanillesia umbellata	-40.331256	-19.825304	CVRD	13900	Folli, D. A.	Brazil	ES	NA	NA	19	9	2012	Folli, D.A.	6914	<ll>dwc_commonname:</ll> Barriguda	gbif
Cavanillesia umbellata	-40.331256	-19.825304	CVRD	13900	Folli, D. A.	BRASIL	ES	ARACRUZ		19	9	2012	Folli, D.A.	6914	<ll>dwc_commonname:</ll> Barriguda	splink
Cavanillesia umbellata	-40.0722	-19.3911	CVRD	14487	Folli, D. A	BRASIL	ES	LINHARES		13	8	2013	Folli, D.A.	7103	Mata de aluvial na cabruca cacau. <ll>dwc_commonname:</ll> Barriguda	splink.mun
Cavanillesia umbellata	-40.0722	-19.3911	CVRD	9823	Folli, D. A.	BRASIL	ES	LINHARES		1	11	2006	Folli, D.A.	5395	Fazenda 3 Marias <ll>dwc_commonname:</ll> Barriguda	splink.mun
Cavanillesia umbellata	-40.443889	-18.776944	MBML-HERBARIO	35647	J.G. Carvalho Sobrinho/IX-2016	Brazil	ES	NA	Ãrea de ProteÃ§Ã£o Ambiental da Pedra do Elefante	18	7	2008	A. M. Amorim	7560	NA	gbif
Cavanillesia umbellata	-40.443889	-18.776944	MBML_HERBARIO	35647	J.G. Carvalho Sobrinho/IX-2016	Brazil	ES	NA	Ãrea de ProteÃ§Ã£o Ambiental da Pedra do Elefante	18	7	2008	A. M. Amorim	7560	NA	gbif
Cavanillesia umbellata	-40.43	-20.095556	MBML_HERBARIO	31618	V. Demuner 30/08/2007	Brazil	ES	NA	Colina Verde, Morro do Agudo, D. Maria	30	8	2007	R.R. Vervloet	3370	Ãrvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.	gbif
Cavanillesia umbellata	-40.43	-20.095556	MBML-HERBARIO	31618	V. Demuner 30/08/2007	Brazil	ES	NA	Colina Verde, Morro do Agudo, D. Maria	30	8	2007	R.R. Vervloet	3370	Ãrvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.	gbif
Cavanillesia umbellata	-40.431667	-20.093889	MBML-HERBARIO	27156	V. Demuner & L.F.S. Magnago, 14-set-06	Brazil	ES	NA	Morro Agudo, Prop.: Dona Maria	14	9	2006	V. Demuner	2884	Ãrvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.	gbif
Cavanillesia umbellata	-40.431667	-20.093889	MBML_HERBARIO	27156	V. Demuner & L.F.S. Magnago, 14-set-06	Brazil	ES	NA	Morro Agudo, Prop.: Dona Maria	14	9	2006	V. Demuner	2884	Ãrvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.	gbif
Cavanillesia umbellata	-40.734722	-18.906944	MBML-HERBARIO	28319	V. Demuner & L.F.S. Magnago, 17-out-06	Brazil	ES	NA	16 de Abril	17	10	2006	V. Demuner	2905	Ãrvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.	gbif
Cavanillesia umbellata	-40.734722	-18.906944	MBML_HERBARIO	28319	V. Demuner & L.F.S. Magnago, 17-out-06	Brazil	ES	NA	16 de Abril	17	10	2006	V. Demuner	2905	Ãrvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.	gbif
Cavanillesia umbellata	-40.43	-20.095556	MBML_HERBARIO	31618	V. Demuner 30/08/2007	Brazil	ES	NA	Colina Verde, Morro do Agudo, D. Maria	30	8	2007	R.R. Vervloet	3370	Ãrvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.	gbif
Cavanillesia umbellata	-40.43	-20.095556	MBML-HERBARIO	31618	V. Demuner 30/08/2007	Brazil	ES	NA	Colina Verde, Morro do Agudo, D. Maria	30	8	2007	R.R. Vervloet	3370	Ãrvore 12m, frutos imaturos de cor verde avermelhados. Ambiente rupestre.	gbif
Cavanillesia umbellata	-40.431667	-20.093889	MBML-HERBARIO	27156	V. Demuner & L.F.S. Magnago, 14-set-06	Brazil	ES	NA	Morro Agudo, Prop.: Dona Maria	14	9	2006	V. Demuner	2884	Ãrvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.	gbif
Cavanillesia umbellata	-40.431667	-20.093889	MBML_HERBARIO	27156	V. Demuner & L.F.S. Magnago, 14-set-06	Brazil	ES	NA	Morro Agudo, Prop.: Dona Maria	14	9	2006	V. Demuner	2884	Ãrvore 15m, fuste 9m, Dap 60cm, frutos marrom (barriguda). Interior de mata.	gbif
Cavanillesia umbellata	-40.734722	-18.906944	MBML-HERBARIO	28319	V. Demuner & L.F.S. Magnago, 17-out-06	Brazil	ES	NA	16 de Abril	17	10	2006	V. Demuner	2905	Ãrvore 20m, fuste 17m, DAP 1m, frutos marrom. Interior de mata alterada.	gbif
